time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
4104.539671	13.692743	1.892339	7.235885	186
4105.574497	11.976108	1.858413	6.444265	187
4106.572624	13.729113	1.892677	7.253807	188
4107.613923	12.827785	1.891071	6.783343	189
4108.614401	12.764557	1.901630	6.712431	190
4109.659531	13.313578	1.904436	6.990824	191
4110.655104	12.360274	1.871964	6.602839	192
4111.676049	13.596280	1.891111	7.189571	193
4112.688685	12.629000	1.887837	6.689668	194
4113.697905	13.388184	1.831208	7.311123	195
4114.731933	12.126744	1.845950	6.569380	196
4115.728226	12.760746	1.885916	6.766338	197
4116.778898	13.356793	1.903196	7.018088	198
4117.780627	12.697659	1.858191	6.833344	199
4118.795089	14.449106	1.890547	7.642817	200
4119.819510	12.928351	1.900075	6.804127	201
4120.819390	13.987317	1.899614	7.363242	202
4121.867921	13.074530	1.899640	6.882634	203
4122.864298	12.700250	1.865348	6.808517	204
4123.893047	13.772687	1.834994	7.505576	205
4124.905290	13.498731	1.900996	7.100873	206
4125.917128	14.689243	1.871967	7.846957	207
4126.953393	13.284487	1.891926	7.021675	208
4127.953549	13.547486	1.855787	7.300129	209
4128.984066	13.498929	1.880809	7.177195	210
4129.981412	13.084102	1.900036	6.886240	211
4131.019884	13.902947	1.841410	7.550166	212
4132.023263	13.487577	1.898197	7.105469	213
4133.057663	14.941027	1.908218	7.829834	214
4134.071186	13.896521	1.906922	7.287411	215
4135.080566	15.264174	1.904234	8.015914	216
4136.099574	13.314772	1.860591	7.156205	217
4137.110904	15.034152	1.903493	7.898193	218
4138.141813	13.306223	1.894775	7.022590	219
4139.152815	14.697309	1.882694	7.806531	220
4140.176497	13.000224	1.890499	6.876608	221
4141.180827	14.254044	1.894486	7.523966	222
4142.203389	12.440604	1.902219	6.540048	223
4143.219085	13.325431	1.869941	7.126123	224
4144.237536	12.310870	1.893256	6.502487	225
4145.260796	13.334118	1.904507	7.001350	226
4146.278018	12.824379	1.876936	6.832613	227
4147.310196	13.632550	1.901888	7.167902	228
4148.310915	13.369506	1.877432	7.121166	229
4149.339771	13.733046	1.903224	7.215675	230
4150.337753	13.473842	1.851845	7.275903	231
4151.380817	13.151701	1.899484	6.923828	232
4152.385446	14.229846	1.911872	7.442885	233
4153.408894	13.206473	1.900680	6.948289	234
4154.431360	13.901017	1.872300	7.424568	235
4155.430853	13.636157	1.882491	7.243678	236
4156.466589	13.834160	1.911806	7.236174	237
4157.471640	14.318724	1.910785	7.493636	238
4158.508048	13.550594	1.903073	7.120377	239
4159.511034	14.666054	1.892766	7.748479	240
4160.527502	13.740443	1.895006	7.250870	241
4161.547692	14.851071	1.894446	7.839268	242
4162.557257	14.081218	1.874263	7.512936	243
4163.599802	14.028526	1.844264	7.606573	244
4164.598421	14.429094	1.906962	7.566535	245
4165.627767	14.033544	1.897342	7.396422	246
4166.635017	14.541222	1.893158	7.680934	247
4167.665190	14.185773	1.906060	7.442460	248
4168.666414	15.145551	1.897100	7.983526	249
4169.695080	14.222172	1.870095	7.605055	250
4170.713255	15.354823	1.899064	8.085468	251
4171.727736	14.732451	1.905030	7.733448	252
4172.745660	14.570957	1.888834	7.714261	253
