time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
6466.816731	13.032579	3.445652	3.782326	192
6467.854096	14.804839	3.449279	4.292155	193
6468.848940	14.606281	3.427264	4.261791	194
6469.885162	15.166980	3.414659	4.441726	195
6470.876012	13.337844	3.442458	3.874511	196
6471.912641	13.539865	3.443987	3.931451	197
6472.912463	12.846768	3.444322	3.729840	198
6473.958121	12.877694	3.470739	3.710361	199
6474.944987	13.835478	3.386839	4.085071	200
6475.993938	12.963413	3.456093	3.750887	201
6476.981484	15.331917	3.437433	4.460281	202
6478.026894	12.102933	3.426599	3.532054	203
6479.019981	14.892379	3.415636	4.360061	204
6480.069430	11.235467	3.421540	3.283746	205
6481.059902	13.701811	3.448262	3.973542	206
6482.114839	11.497447	3.450185	3.332415	207
6483.107613	12.709190	3.386504	3.752895	208
6484.141479	11.413076	3.446241	3.311747	209
6485.134590	12.464215	3.467632	3.594446	210
6486.183104	12.688510	3.456428	3.670990	211
6487.166534	13.103024	3.403526	3.849838	212
6488.205628	12.949091	3.420416	3.785823	213
6489.203383	13.451939	3.424619	3.928011	214
6490.243366	14.432722	3.418363	4.222115	215
6491.257109	13.016739	3.429473	3.795551	216
6492.276507	14.267703	3.455780	4.128649	217
6493.297195	11.160120	3.442393	3.241966	218
6494.298996	12.817894	3.398674	3.771439	219
6495.336315	12.368454	3.429424	3.606570	220
6496.340295	12.740261	3.433925	3.710116	221
6497.366797	13.635204	3.420887	3.985868	222
6498.369443	12.161227	3.444913	3.530199	223
6499.398095	13.895078	3.387492	4.101878	224
6500.411822	11.648694	3.392019	3.434148	225
6501.436745	14.996211	3.447820	4.349476	226
6502.466869	11.003201	3.449253	3.190025	227
6503.458876	13.647251	3.434817	3.973210	228
6504.498233	10.663710	3.444384	3.095971	229
6505.493990	13.157484	3.448884	3.814998	230
6506.541853	12.143857	3.386884	3.585555	231
6507.536685	13.592646	3.437637	3.954067	232
6508.564935	12.846228	3.422512	3.753450	233
6509.570736	13.798038	3.449186	4.000375	234
6510.598375	13.281008	3.446445	3.853538	235
6511.596730	13.339454	3.448247	3.868474	236
6512.641820	13.782288	3.443677	4.002201	237
6513.640719	13.734821	3.415613	4.021188	238
6514.676976	13.502062	3.449069	3.914697	239
6515.665643	13.226521	3.415978	3.871957	240
6516.713649	13.304942	3.432382	3.876300	241
6517.699938	13.231377	3.395617	3.896605	242
6518.750471	13.024611	3.426164	3.801515	243
6519.745302	14.101114	3.454277	4.082219	244
6520.780565	12.476683	3.439039	3.627957	245
6521.773494	13.464990	3.427373	3.928662	246
6522.825922	12.476216	3.445545	3.620970	247
6523.812363	13.395232	3.403150	3.936128	248
6524.860177	11.677461	3.429125	3.405376	249
6525.861624	14.322279	3.449476	4.152015	250
6526.889734	11.611817	3.397161	3.418095	251
6527.892684	13.781677	3.427135	4.021341	252
6528.907387	11.981055	3.443195	3.479633	253
6529.942229	14.194727	3.430571	4.137716	254
6530.937719	12.576935	3.435235	3.661158	255
6531.981109	14.240942	3.442500	4.136803	0
6532.979509	13.821008	3.439910	4.017840	1
6534.016844	13.823592	3.436233	4.022891	2
6535.008439	13.630763	3.433671	3.969734	3
6536.040868	12.914041	3.424106	3.771508	4
6537.049900	13.966659	3.428445	4.073760	5
6538.069185	13.094861	3.431396	3.816191	6
6539.100408	14.734658	3.451031	4.269640	7
6540.109126	14.123914	3.442721	4.102543	8
6541.138677	14.223566	3.425201	4.152622	9
6542.132672	13.272999	3.407833	3.894851	10
